,date,time,action,protocol,src-ip,dist-ip,size,tcpflags,tcpsyn,tcpack,tcpwin,icmptype,icmpcode,path
23587,2021-02-11,17:11:42,ALLOW,UDP,192.168.1.166,43.229.65.1,56630,8181,0,-,-,-,-,SEND
23588,2021-02-11,17:11:42,ALLOW,UDP,192.168.1.166,43.229.65.1,56631,8181,0,-,-,-,-,SEND
23589,2021-02-11,17:11:43,ALLOW,UDP,192.168.1.166,43.229.65.1,56632,8181,0,-,-,-,-,SEND
23590,2021-02-11,17:11:43,ALLOW,TCP,192.168.1.166,104.18.31.87,60528,443,0,-,0,0,0,SEND
23591,2021-02-11,17:11:50,ALLOW,UDP,127.0.0.1,127.0.0.1,61832,9999,0,-,-,-,-,SEND
23592,2021-02-11,17:11:50,ALLOW,UDP,192.168.56.1,239.255.255.250,56639,1900,0,-,-,-,-,SEND
23593,2021-02-11,17:11:50,ALLOW,UDP,192.168.99.1,239.255.255.250,56640,1900,0,-,-,-,-,SEND
23594,2021-02-11,17:11:50,ALLOW,UDP,192.168.99.1,239.255.255.250,56640,1900,0,-,-,-,-,RECEIVE
23595,2021-02-11,17:11:50,ALLOW,UDP,10.5.1.4,239.255.255.250,56641,1900,0,-,-,-,-,SEND
23596,2021-02-11,17:11:50,ALLOW,UDP,192.168.1.166,239.255.255.250,56642,1900,0,-,-,-,-,SEND
23597,2021-02-11,17:12:23,ALLOW,UDP,192.168.1.166,192.168.1.1,58324,53,0,-,-,-,-,SEND
23598,2021-02-11,17:12:23,ALLOW,TCP,192.168.1.166,40.91.72.120,60543,443,0,-,0,0,0,SEND
23599,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,43.229.65.1,58337,8181,0,-,-,-,-,SEND
23600,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,13.248.220.97,58338,8181,0,-,-,-,-,SEND
23601,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,43.229.65.1,58341,8181,0,-,-,-,-,SEND
23602,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,99.83.187.195,58340,8181,0,-,-,-,-,SEND
23603,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,99.83.136.104,58339,8181,0,-,-,-,-,SEND
23604,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,151.106.248.1,58342,8181,0,-,-,-,-,SEND
23605,2021-02-11,17:12:41,ALLOW,TCP,127.0.0.1,127.0.0.1,60553,60552,0,-,0,0,0,SEND
23606,2021-02-11,17:12:41,ALLOW,TCP,127.0.0.1,127.0.0.1,60553,60552,0,-,0,0,0,RECEIVE
23607,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,192.168.1.1,53215,53,0,-,-,-,-,SEND
23608,2021-02-11,17:12:41,ALLOW,TCP,192.168.1.166,23.217.53.86,60554,443,0,-,0,0,0,SEND
23609,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,75.2.69.178,53216,8181,0,-,-,-,-,SEND
23610,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,43.229.65.1,53217,8181,0,-,-,-,-,SEND
23611,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,75.2.9.108,53223,8181,0,-,-,-,-,SEND
23612,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,99.83.136.104,53224,8181,0,-,-,-,-,SEND
23613,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,151.106.248.1,53225,8181,0,-,-,-,-,SEND
23614,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,99.83.187.195,53226,8181,0,-,-,-,-,SEND
23615,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,75.2.69.178,53227,8181,0,-,-,-,-,SEND
23616,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,13.248.220.97,53228,8181,0,-,-,-,-,SEND
23617,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,99.83.136.104,53229,8181,0,-,-,-,-,SEND
23618,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,43.229.65.1,53230,8181,0,-,-,-,-,SEND
23619,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,43.229.65.1,53231,8181,0,-,-,-,-,SEND
23620,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,151.106.248.1,53232,8181,0,-,-,-,-,SEND
23621,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,75.2.69.178,53233,8181,0,-,-,-,-,SEND
23622,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,99.83.187.195,53234,8181,0,-,-,-,-,SEND
23623,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,99.83.136.104,53235,8181,0,-,-,-,-,SEND
23624,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,75.2.9.108,53236,8181,0,-,-,-,-,SEND
23625,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,43.229.65.1,53237,8181,0,-,-,-,-,SEND
23626,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,13.248.220.97,53238,8181,0,-,-,-,-,SEND
23627,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,43.229.65.1,53239,8181,0,-,-,-,-,SEND
23628,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,151.106.248.1,53240,8181,0,-,-,-,-,SEND
23629,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,75.2.69.178,53241,8181,0,-,-,-,-,SEND
23630,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,99.83.136.104,53242,8181,0,-,-,-,-,SEND
23631,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,43.229.65.1,53243,8181,0,-,-,-,-,SEND
23632,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,99.83.187.195,53244,8181,0,-,-,-,-,SEND
23633,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,151.106.248.1,53245,8181,0,-,-,-,-,SEND
23634,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,43.229.65.1,53246,8181,0,-,-,-,-,SEND
23635,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,13.248.220.97,53247,8181,0,-,-,-,-,SEND
23636,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,99.83.136.104,53248,8181,0,-,-,-,-,SEND
23637,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,75.2.9.108,53249,8181,0,-,-,-,-,SEND
23638,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,75.2.69.178,53250,8181,0,-,-,-,-,SEND
23639,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,151.106.248.1,53251,8181,0,-,-,-,-,SEND
23640,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,99.83.187.195,53252,8181,0,-,-,-,-,SEND
23641,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,99.83.136.104,53253,8181,0,-,-,-,-,SEND
23642,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,43.229.65.1,53254,8181,0,-,-,-,-,SEND
23643,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,43.229.65.1,53255,8181,0,-,-,-,-,SEND
23644,2021-02-11,17:12:41,ALLOW,UDP,192.168.1.166,43.229.65.1,53256,8181,0,-,-,-,-,SEND
23645,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,75.2.69.178,53257,8181,0,-,-,-,-,SEND
23646,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,99.83.136.104,53258,8181,0,-,-,-,-,SEND
23647,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,151.106.248.1,53259,8181,0,-,-,-,-,SEND
23648,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,13.248.220.97,53260,8181,0,-,-,-,-,SEND
23649,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,99.83.187.195,53261,8181,0,-,-,-,-,SEND
23650,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,75.2.9.108,53262,8181,0,-,-,-,-,SEND
23651,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,75.2.69.178,53263,8181,0,-,-,-,-,SEND
23652,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,151.106.248.1,53264,8181,0,-,-,-,-,SEND
23653,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,43.229.65.1,53265,8181,0,-,-,-,-,SEND
23654,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,43.229.65.1,53266,8181,0,-,-,-,-,SEND
23655,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,43.229.65.1,53267,8181,0,-,-,-,-,SEND
23656,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,13.248.220.97,53268,8181,0,-,-,-,-,SEND
23657,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,99.83.187.195,53269,8181,0,-,-,-,-,SEND
23658,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,75.2.69.178,53270,8181,0,-,-,-,-,SEND
23659,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,75.2.9.108,53271,8181,0,-,-,-,-,SEND
23660,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,43.229.65.1,53272,8181,0,-,-,-,-,SEND
23661,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,13.248.220.97,53273,8181,0,-,-,-,-,SEND
23662,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,99.83.187.195,53274,8181,0,-,-,-,-,SEND
23663,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,43.229.65.1,53275,8181,0,-,-,-,-,SEND
23664,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,43.229.65.1,53276,8181,0,-,-,-,-,SEND
23665,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,13.248.220.97,53279,8181,0,-,-,-,-,SEND
23666,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,75.2.9.108,53277,8181,0,-,-,-,-,SEND
23667,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,43.229.65.1,53278,8181,0,-,-,-,-,SEND
23668,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,43.229.65.1,53280,8181,0,-,-,-,-,SEND
23669,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,75.2.9.108,53281,8181,0,-,-,-,-,SEND
23670,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,43.229.65.1,53282,8181,0,-,-,-,-,SEND
23671,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,43.229.65.1,53283,8181,0,-,-,-,-,SEND
23672,2021-02-11,17:12:42,ALLOW,UDP,192.168.1.166,75.2.9.108,53284,8181,0,-,-,-,-,SEND
23673,2021-02-11,17:12:43,ALLOW,UDP,192.168.1.166,43.229.65.1,53285,8181,0,-,-,-,-,SEND
23674,2021-02-11,17:12:43,ALLOW,UDP,192.168.1.166,43.229.65.1,53286,8181,0,-,-,-,-,SEND
23675,2021-02-11,17:13:34,ALLOW,UDP,192.168.1.166,192.168.1.1,52708,53,0,-,-,-,-,SEND
23676,2021-02-11,17:13:34,ALLOW,UDP,192.168.1.166,192.168.1.1,56593,53,0,-,-,-,-,SEND
23677,2021-02-11,17:13:34,ALLOW,TCP,192.168.1.166,104.16.55.40,60571,443,0,-,0,0,0,SEND
23678,2021-02-11,17:13:34,ALLOW,TCP,192.168.1.166,162.247.243.148,60572,443,0,-,0,0,0,SEND
23679,2021-02-11,17:13:35,ALLOW,UDP,192.168.1.166,192.168.1.1,62050,53,0,-,-,-,-,SEND
23680,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,43.229.65.1,62070,8181,0,-,-,-,-,SEND
23681,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,99.83.187.195,62068,8181,0,-,-,-,-,SEND
23682,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,13.248.220.97,62066,8181,0,-,-,-,-,SEND
23683,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,99.83.136.104,62067,8181,0,-,-,-,-,SEND
23684,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,43.229.65.1,62069,8181,0,-,-,-,-,SEND
23685,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,151.106.248.1,62071,8181,0,-,-,-,-,SEND
23686,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,75.2.69.178,62072,8181,0,-,-,-,-,SEND
23687,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,43.229.65.1,62073,8181,0,-,-,-,-,SEND
23688,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,192.168.1.1,64682,53,0,-,-,-,-,SEND
23689,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,75.2.9.108,64683,8181,0,-,-,-,-,SEND
23690,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,99.83.136.104,64684,8181,0,-,-,-,-,SEND
23691,2021-02-11,17:13:41,ALLOW,TCP,192.168.1.166,13.227.178.29,60575,443,0,-,0,0,0,SEND
23692,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,151.106.248.1,64685,8181,0,-,-,-,-,SEND
23693,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,99.83.187.195,64686,8181,0,-,-,-,-,SEND
23694,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,13.248.220.97,64687,8181,0,-,-,-,-,SEND
23695,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,75.2.69.178,64688,8181,0,-,-,-,-,SEND
23696,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,99.83.136.104,64689,8181,0,-,-,-,-,SEND
23697,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,43.229.65.1,64690,8181,0,-,-,-,-,SEND
23698,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,43.229.65.1,64691,8181,0,-,-,-,-,SEND
23699,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,151.106.248.1,64692,8181,0,-,-,-,-,SEND
23700,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,99.83.187.195,64693,8181,0,-,-,-,-,SEND
23701,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,99.83.136.104,64694,8181,0,-,-,-,-,SEND
23702,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,75.2.9.108,64695,8181,0,-,-,-,-,SEND
23703,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,75.2.69.178,64696,8181,0,-,-,-,-,SEND
23704,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,43.229.65.1,64697,8181,0,-,-,-,-,SEND
23705,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,13.248.220.97,64698,8181,0,-,-,-,-,SEND
23706,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,99.83.136.104,64699,8181,0,-,-,-,-,SEND
23707,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,43.229.65.1,64700,8181,0,-,-,-,-,SEND
23708,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,151.106.248.1,64701,8181,0,-,-,-,-,SEND
23709,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,43.229.65.1,64702,8181,0,-,-,-,-,SEND
23710,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,99.83.187.195,64703,8181,0,-,-,-,-,SEND
23711,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,99.83.136.104,64704,8181,0,-,-,-,-,SEND
23712,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,75.2.69.178,64705,8181,0,-,-,-,-,SEND
23713,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,75.2.9.108,64706,8181,0,-,-,-,-,SEND
23714,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,151.106.248.1,64707,8181,0,-,-,-,-,SEND
23715,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,99.83.136.104,64708,8181,0,-,-,-,-,SEND
23716,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,13.248.220.97,64709,8181,0,-,-,-,-,SEND
23717,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,43.229.65.1,64710,8181,0,-,-,-,-,SEND
23718,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,99.83.187.195,64711,8181,0,-,-,-,-,SEND
23719,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,75.2.69.178,64712,8181,0,-,-,-,-,SEND
23720,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,99.83.136.104,64713,8181,0,-,-,-,-,SEND
23721,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,43.229.65.1,64714,8181,0,-,-,-,-,SEND
23722,2021-02-11,17:13:41,ALLOW,UDP,192.168.1.166,43.229.65.1,64715,8181,0,-,-,-,-,SEND
23723,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,151.106.248.1,64716,8181,0,-,-,-,-,SEND
23724,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,99.83.187.195,64717,8181,0,-,-,-,-,SEND
23725,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,75.2.9.108,64718,8181,0,-,-,-,-,SEND
23726,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,75.2.69.178,64719,8181,0,-,-,-,-,SEND
23727,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,13.248.220.97,64720,8181,0,-,-,-,-,SEND
23728,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,151.106.248.1,64721,8181,0,-,-,-,-,SEND
23729,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,99.83.187.195,64722,8181,0,-,-,-,-,SEND
23730,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,43.229.65.1,64723,8181,0,-,-,-,-,SEND
23731,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,43.229.65.1,64724,8181,0,-,-,-,-,SEND
23732,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,75.2.69.178,64725,8181,0,-,-,-,-,SEND
23733,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,43.229.65.1,64726,8181,0,-,-,-,-,SEND
23734,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,151.106.248.1,64727,8181,0,-,-,-,-,SEND
23735,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,75.2.9.108,64728,8181,0,-,-,-,-,SEND
23736,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,13.248.220.97,64729,8181,0,-,-,-,-,SEND
23737,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,99.83.187.195,64730,8181,0,-,-,-,-,SEND
23738,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,75.2.69.178,64731,8181,0,-,-,-,-,SEND
23739,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,43.229.65.1,64732,8181,0,-,-,-,-,SEND
23740,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,43.229.65.1,64733,8181,0,-,-,-,-,SEND
23741,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,43.229.65.1,64734,8181,0,-,-,-,-,SEND
23742,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,75.2.9.108,64735,8181,0,-,-,-,-,SEND
23743,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,13.248.220.97,64736,8181,0,-,-,-,-,SEND
23744,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,43.229.65.1,64737,8181,0,-,-,-,-,SEND
23745,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,43.229.65.1,64738,8181,0,-,-,-,-,SEND
23746,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,75.2.9.108,64739,8181,0,-,-,-,-,SEND
23747,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,13.248.220.97,64740,8181,0,-,-,-,-,SEND
23748,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,43.229.65.1,64741,8181,0,-,-,-,-,SEND
23749,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,43.229.65.1,64742,8181,0,-,-,-,-,SEND
23750,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,43.229.65.1,64743,8181,0,-,-,-,-,SEND
23751,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,75.2.9.108,64744,8181,0,-,-,-,-,SEND
23752,2021-02-11,17:13:42,ALLOW,UDP,192.168.1.166,43.229.65.1,64745,8181,0,-,-,-,-,SEND
23753,2021-02-11,17:13:43,ALLOW,UDP,192.168.1.166,43.229.65.1,64747,8181,0,-,-,-,-,SEND
23754,2021-02-11,17:13:43,ALLOW,UDP,192.168.1.166,192.168.1.1,62540,53,0,-,-,-,-,SEND
23755,2021-02-11,17:13:43,ALLOW,TCP,192.168.1.166,104.18.31.87,60578,443,0,-,0,0,0,SEND
23756,2021-02-11,17:13:50,ALLOW,UDP,127.0.0.1,127.0.0.1,61832,9999,0,-,-,-,-,SEND
23757,2021-02-11,17:13:50,ALLOW,UDP,192.168.56.1,239.255.255.250,62546,1900,0,-,-,-,-,SEND
23758,2021-02-11,17:13:50,ALLOW,UDP,192.168.99.1,239.255.255.250,62547,1900,0,-,-,-,-,SEND
23759,2021-02-11,17:13:50,ALLOW,UDP,192.168.99.1,239.255.255.250,62547,1900,0,-,-,-,-,RECEIVE
23760,2021-02-11,17:13:50,ALLOW,UDP,10.5.1.4,239.255.255.250,62548,1900,0,-,-,-,-,SEND
23761,2021-02-11,17:13:50,ALLOW,UDP,192.168.1.166,239.255.255.250,62549,1900,0,-,-,-,-,SEND
23762,2021-02-11,17:14:00,ALLOW,UDP,192.168.1.166,192.168.1.1,54692,53,0,-,-,-,-,SEND
23763,2021-02-11,17:14:00,ALLOW,TCP,192.168.1.166,173.201.192.129,60585,993,0,-,0,0,0,SEND
23764,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,43.229.65.1,54798,8181,0,-,-,-,-,SEND
23765,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,13.248.220.97,54796,8181,0,-,-,-,-,SEND
23766,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,43.229.65.1,54797,8181,0,-,-,-,-,SEND
23767,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,99.83.187.195,54799,8181,0,-,-,-,-,SEND
23768,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,99.83.136.104,54800,8181,0,-,-,-,-,SEND
23769,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,151.106.248.1,54801,8181,0,-,-,-,-,SEND
23770,2021-02-11,17:14:41,ALLOW,TCP,127.0.0.1,127.0.0.1,60601,60600,0,-,0,0,0,SEND
23771,2021-02-11,17:14:41,ALLOW,TCP,127.0.0.1,127.0.0.1,60601,60600,0,-,0,0,0,RECEIVE
23772,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,192.168.1.1,55318,53,0,-,-,-,-,SEND
23773,2021-02-11,17:14:41,ALLOW,TCP,192.168.1.166,23.217.53.86,60602,443,0,-,0,0,0,SEND
23774,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,75.2.69.178,55319,8181,0,-,-,-,-,SEND
23775,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,43.229.65.1,55320,8181,0,-,-,-,-,SEND
23776,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,75.2.9.108,55321,8181,0,-,-,-,-,SEND
23777,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,99.83.136.104,55327,8181,0,-,-,-,-,SEND
23778,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,151.106.248.1,55328,8181,0,-,-,-,-,SEND
23779,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,99.83.187.195,55329,8181,0,-,-,-,-,SEND
23780,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,43.229.65.1,55330,8181,0,-,-,-,-,SEND
23781,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,13.248.220.97,55331,8181,0,-,-,-,-,SEND
23782,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,75.2.69.178,55332,8181,0,-,-,-,-,SEND
23783,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,99.83.136.104,55334,8181,0,-,-,-,-,SEND
23784,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,43.229.65.1,55335,8181,0,-,-,-,-,SEND
23785,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,151.106.248.1,55336,8181,0,-,-,-,-,SEND
23786,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,99.83.187.195,55337,8181,0,-,-,-,-,SEND
23787,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,99.83.136.104,55338,8181,0,-,-,-,-,SEND
23788,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,75.2.9.108,55339,8181,0,-,-,-,-,SEND
23789,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,75.2.69.178,55340,8181,0,-,-,-,-,SEND
23790,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,43.229.65.1,55341,8181,0,-,-,-,-,SEND
23791,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,13.248.220.97,55342,8181,0,-,-,-,-,SEND
23792,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,43.229.65.1,55343,8181,0,-,-,-,-,SEND
23793,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,99.83.136.104,55344,8181,0,-,-,-,-,SEND
23794,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,151.106.248.1,55345,8181,0,-,-,-,-,SEND
23795,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,75.2.69.178,55346,8181,0,-,-,-,-,SEND
23796,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,99.83.187.195,55347,8181,0,-,-,-,-,SEND
23797,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,99.83.136.104,55348,8181,0,-,-,-,-,SEND
23798,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,43.229.65.1,55349,8181,0,-,-,-,-,SEND
23799,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,75.2.9.108,55350,8181,0,-,-,-,-,SEND
23800,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,43.229.65.1,55351,8181,0,-,-,-,-,SEND
23801,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,151.106.248.1,55352,8181,0,-,-,-,-,SEND
23802,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,99.83.136.104,55353,8181,0,-,-,-,-,SEND
23803,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,13.248.220.97,55354,8181,0,-,-,-,-,SEND
23804,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,75.2.69.178,55355,8181,0,-,-,-,-,SEND
23805,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,43.229.65.1,55356,8181,0,-,-,-,-,SEND
23806,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,99.83.187.195,55357,8181,0,-,-,-,-,SEND
23807,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,99.83.136.104,55358,8181,0,-,-,-,-,SEND
23808,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,151.106.248.1,55359,8181,0,-,-,-,-,SEND
23809,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,43.229.65.1,55360,8181,0,-,-,-,-,SEND
23810,2021-02-11,17:14:41,ALLOW,UDP,192.168.1.166,43.229.65.1,55361,8181,0,-,-,-,-,SEND
